Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade
S3759,Omar,Smith,student2759@university.com,0,23,1,75.43,79.3,40.48,68.13,64.29,6.6000000000000005,79.33,58.0805,7
S3760,Emma,Smith,student2760@university.com,0,18,3,83.07,51.65,86.6,75.12,68.58,69.4,81.68,75.7865,3
S3761,Ali,Jones,student2761@university.com,0,21,1,82.61,61.37,88.94,84.12,98.78,51.1,94.24,82.02250000000001,2
S3762,John,Williams,student2762@university.com,0,22,1,93.02,55.81,99.88,74.8,50.17,33.300000000000004,92.98,81.36550000000001,2
S3763,Ali,Davis,student2763@university.com,1,21,1,57.01,76.8,64.73,74.8,65.4,23.5,53.14,63.99849999999999,6
S3764,Ali,Brown,student2764@university.com,1,22,1,71.5,60.67,41.16,54.99,96.52,12.0,93.33,57.09750000000001,7
S3765,Maria,Brown,student2765@university.com,0,21,1,54.86,58.54,54.08,89.93,65.33,29.500000000000004,52.54,57.6985,7
S3766,Sara,Williams,student2766@university.com,0,24,1,69.48,52.44,75.27,66.72,61.25,45.800000000000004,57.71,64.751,6
S3767,John,Smith,student2767@university.com,1,22,2,50.76,64.54,97.72,68.88,86.5,47.800000000000004,55.58,76.474,3
S3768,Ahmed,Smith,student2768@university.com,0,21,1,94.91,51.73,46.21,74.8,87.27,58.3,59.08,57.196000000000005,7
S3769,Ahmed,Johnson,student2769@university.com,0,23,1,75.43,97.75,47.29,96.47,73.61,36.199999999999996,90.16,70.899,5
S3770,Omar,Jones,student2770@university.com,0,19,0,75.43,49.27,82.11,85.81,97.35,92.0,84.31,77.1645,3
S3771,Ali,Davis,student2771@university.com,1,21,2,53.0,94.8,80.03,88.79,60.14,49.6,84.35,80.64050000000002,2
S3772,Liam,Jones,student2772@university.com,0,19,3,61.37,65.71,55.03,87.54,95.67,42.400000000000006,96.11,68.2965,5
S3773,Maria,Jones,student2773@university.com,1,19,2,62.97,62.67,88.79,66.05,87.78,4.8,69.59,72.871,4
S3774,Liam,Johnson,student2774@university.com,1,18,1,69.33,53.88,47.73,87.85,68.41,59.9,50.16,56.059000000000005,7
S3775,Maria,Jones,student2775@university.com,1,24,0,90.14,78.15,95.54,89.23,90.35,60.3,81.99,87.10700000000001,1
S3776,Ahmed,Williams,student2776@university.com,0,23,1,69.33,81.13,52.06,76.67,56.66,58.3,93.4,67.94149999999999,6
S3777,Omar,Johnson,student2777@university.com,0,19,1,60.23,68.05,44.88,74.8,56.55,88.80000000000001,98.81,64.1425,6
S3778,Omar,Williams,student2778@university.com,1,20,2,75.43,43.34,60.37,87.99,96.5,76.3,68.19,64.255,6
S3779,Omar,Johnson,student2779@university.com,1,24,2,53.97,95.11,51.27,90.85,54.74,86.7,91.11,72.052,4
S3780,John,Jones,student2780@university.com,1,19,0,88.0,98.82,71.62,66.86,50.2,5.8999999999999995,92.46,76.172,3
S3781,Sara,Williams,student2781@university.com,0,21,3,72.24,65.86,81.21,90.08,69.45,31.8,57.22,71.9215,4
S3782,John,Williams,student2782@university.com,0,19,1,86.31,76.82,69.46,90.71,55.19,31.900000000000002,81.57,73.1245,4
S3783,Emma,Williams,student2783@university.com,1,21,2,84.11,67.02,79.64,61.71,93.15,65.7,58.66,72.37799999999999,4
S3784,Emma,Johnson,student2784@university.com,1,21,2,56.77,59.31,61.9,85.85,96.13,44.9,72.33,65.9465,6
S3785,Liam,Brown,student2785@university.com,0,20,3,57.14,44.64,41.68,59.33,74.12,77.69999999999999,93.96,56.075,7
S3786,Sara,Jones,student2786@university.com,1,19,0,87.77,67.36,98.44,54.65,71.27,38.4,89.47,81.60549999999999,2
S3787,Ahmed,Williams,student2787@university.com,0,19,3,86.06,89.1,89.16,78.73,76.95,22.200000000000003,78.52,82.3955,2
S3788,Sara,Davis,student2788@university.com,0,22,1,68.9,41.02,44.41,95.43,61.31,29.100000000000005,90.44,57.04249999999999,7
S3789,Maria,Brown,student2789@university.com,1,24,0,53.87,74.93,66.95,51.77,64.9,18.2,57.64,62.4375,6
S3790,Emma,Davis,student2790@university.com,1,22,1,50.6,92.85,78.1,91.33,55.05,19.8,59.75,74.178,4
S3791,Ali,Jones,student2791@university.com,0,18,1,64.41,53.05,51.44,75.32,72.32,21.7,60.44,55.7055,7
S3792,Ali,Jones,student2792@university.com,0,21,3,50.46,51.0,74.68,74.8,80.58,1.6,88.8,67.504,6
S3793,Ahmed,Williams,student2793@university.com,0,20,1,61.5,86.34,72.02,92.17,96.51,71.6,94.55,80.956,2
S3794,Maria,Williams,student2794@university.com,0,22,3,70.98,55.31,52.5,93.76,86.95,40.0,78.14,63.055499999999995,6
S3795,Liam,Johnson,student2795@university.com,0,19,1,56.07,51.52,48.47,88.44,86.15,2.3,97.9,60.447,7
S3796,John,Brown,student2796@university.com,1,18,0,55.21,62.68,85.54,92.15,65.4,37.0,86.4,76.8075,3
S3797,Maria,Brown,student2797@university.com,0,20,1,94.82,63.55,59.36,58.8,94.41,90.5,78.18,68.0475,5
S3798,Ali,Williams,student2798@university.com,0,23,1,79.27,92.45,54.64,65.19,97.35,51.1,80.58,70.338,5
S3799,Ali,Jones,student2799@university.com,0,19,1,96.72,77.11,84.27,62.12,96.61,98.69999999999999,92.48,83.8155,2
S3800,Liam,Williams,student2800@university.com,1,19,2,67.29,64.36,84.16,87.12,51.94,54.0,54.51,72.086,4
S3801,Emma,Jones,student2801@university.com,1,23,1,83.86,72.06,56.58,57.68,80.22,96.30000000000001,58.4,64.591,6
S3802,Maria,Jones,student2802@university.com,0,21,2,60.23,97.24,92.35,59.11,82.16,20.200000000000003,63.31,79.925,3
S3803,Maria,Williams,student2803@university.com,0,21,1,80.92,46.79,81.3,93.95,64.75,28.999999999999996,94.74,74.2175,4
S3804,Ali,Smith,student2804@university.com,1,22,1,56.48,52.46,60.75,85.29,99.62,70.0,97.25,69.21350000000001,5
S3805,John,Brown,student2805@university.com,1,22,1,50.1,97.75,65.65,93.77,64.56,98.69999999999999,67.81,76.0265,3
S3806,Ahmed,Davis,student2806@university.com,1,19,2,96.58,97.44,83.6,56.97,60.83,82.5,96.19,85.04899999999999,1
S3807,Omar,Jones,student2807@university.com,1,24,0,77.74,50.63,52.7,69.95,74.21,55.400000000000006,77.34,60.169500000000006,7
S3808,Ahmed,Jones,student2808@university.com,0,19,0,96.35,48.71,68.13,64.16,66.16,8.5,73.66,63.009499999999996,6
S3809,Maria,Smith,student2809@university.com,1,22,1,66.69,65.27,79.21,50.48,96.2,36.4,91.64,73.4965,4
S3810,Ahmed,Davis,student2810@university.com,0,23,2,66.39,42.98,72.37,64.23,72.0,8.6,77.3,62.9115,6
S3811,Ali,Johnson,student2811@university.com,0,22,0,75.43,79.29,76.5,68.98,70.51,31.1,72.72,73.116,4
S3812,Ali,Smith,student2812@university.com,1,19,1,85.3,44.65,72.77,74.8,81.29,25.900000000000002,50.8,62.762499999999996,6
S3813,Liam,Davis,student2813@university.com,1,20,2,78.29,43.48,51.95,78.32,54.06,38.9,50.64,53.466499999999996,8
S3814,Maria,Smith,student2814@university.com,1,19,2,96.27,69.11,64.61,69.16,87.84,83.7,81.38,72.1795,4
S3815,Liam,Jones,student2815@university.com,1,20,1,75.43,97.47,71.92,52.32,88.42,15.0,53.67,70.48700000000001,5
S3816,Maria,Brown,student2816@university.com,0,20,1,85.41,65.61,86.8,85.2,73.7,30.599999999999998,86.85,78.875,3
S3817,Omar,Smith,student2817@university.com,0,19,1,66.52,61.39,79.23,74.8,97.78,26.1,81.12,73.138,4
S3818,Omar,Johnson,student2818@university.com,0,24,2,59.01,99.88,65.6,74.8,78.97,29.599999999999998,72.89,73.00849999999998,4
S3819,Emma,Williams,student2819@university.com,1,24,1,75.52,71.92,98.46,74.28,84.76,36.1,85.49,83.8385,2
S3820,Maria,Davis,student2820@university.com,0,18,1,75.25,62.51,46.47,98.43,96.22,24.4,99.65,65.674,6
S3821,John,Smith,student2821@university.com,1,22,1,56.85,63.15,52.41,95.7,83.32,94.3,62.32,64.2355,6
S3822,Ahmed,Smith,student2822@university.com,0,24,1,60.09,51.7,60.48,77.57,71.59,42.00000000000001,77.85,62.6505,6
S3823,Maria,Johnson,student2823@university.com,1,21,1,70.41,70.73,53.71,72.25,51.24,11.399999999999999,92.14,63.3285,6
S3824,Sara,Brown,student2824@university.com,0,19,3,70.44,66.33,77.53,50.15,86.41,46.8,50.84,67.1015,6
S3825,Emma,Smith,student2825@university.com,0,20,1,65.88,56.25,42.37,85.55,98.24,18.4,60.18,54.906,8
S3826,Sara,Smith,student2826@university.com,1,19,2,57.43,49.63,50.65,74.8,73.51,21.6,76.05,56.70049999999999,7
S3827,Ali,Brown,student2827@university.com,0,22,1,50.22,58.67,57.6,74.8,66.99,28.500000000000004,77.61,61.181,6
S3828,Omar,Johnson,student2828@university.com,0,23,2,98.51,70.52,81.0,79.71,75.96,12.5,54.32,71.9715,4
S3829,Ahmed,Davis,student2829@university.com,1,24,2,97.17,43.5,92.55,99.64,86.42,72.1,70.37,79.024,3
S3830,Maria,Davis,student2830@university.com,1,24,1,74.18,49.22,87.91,92.69,50.03,79.2,75.99,75.846,3
S3831,Sara,Smith,student2831@university.com,1,24,0,99.75,96.86,50.92,97.68,94.36,39.4,71.15,71.856,4
S3832,Ahmed,Brown,student2832@university.com,1,20,2,83.68,72.57,73.92,66.38,94.32,68.89999999999999,85.03,75.81949999999999,3
S3833,Ali,Smith,student2833@university.com,1,21,0,53.44,43.81,41.8,57.47,77.06,38.9,88.57,52.9845,8
S3834,Omar,Williams,student2834@university.com,0,21,2,55.89,81.59,58.63,89.84,56.12,16.4,73.01,66.126,6
S3835,John,Davis,student2835@university.com,1,24,3,95.81,43.71,88.36,74.8,83.59,39.7,71.28,73.213,4
S3836,Emma,Jones,student2836@university.com,0,21,0,81.5,84.33,67.4,60.57,56.89,55.7,85.27,72.37799999999999,4
S3837,Ahmed,Williams,student2837@university.com,0,23,3,92.16,85.0,49.0,88.24,75.38,4.1,77.77,65.6715,6
S3838,Ahmed,Smith,student2838@university.com,1,24,2,75.43,79.06,66.31,79.1,54.68,65.4,93.52,74.0495,4
S3839,John,Johnson,student2839@university.com,0,18,2,72.4,83.93,51.88,55.48,79.45,74.3,74.06,65.5025,6
S3840,Ahmed,Davis,student2840@university.com,0,20,0,52.43,45.28,63.59,75.09,65.9,86.0,78.72,64.0255,6
S3841,Ali,Jones,student2841@university.com,1,23,0,59.41,83.61,69.27,96.56,91.55,10.3,56.44,70.61500000000001,5
S3842,Ali,Williams,student2842@university.com,0,20,3,53.33,48.2,60.97,75.32,90.0,1.0,91.8,62.546499999999995,6
S3843,John,Davis,student2843@university.com,1,24,1,59.44,60.37,96.22,89.43,99.92,7.3,71.11,78.5045,3
S3844,Emma,Brown,student2844@university.com,1,23,0,70.53,96.56,73.75,51.45,62.88,92.4,85.95,78.14,3
S3845,Maria,Johnson,student2845@university.com,1,24,1,55.91,70.17,90.57,86.4,53.09,76.6,71.47,78.90249999999999,3
S3846,Sara,Williams,student2846@university.com,0,23,2,58.34,98.05,85.64,97.34,72.15,83.5,50.05,81.80699999999999,2
S3847,Maria,Brown,student2847@university.com,0,24,1,72.29,45.34,79.67,74.98,54.17,51.7,70.02,67.845,6
S3848,Ahmed,Smith,student2848@university.com,0,18,1,67.01,68.65,69.81,66.89,58.92,52.69999999999999,57.38,65.88149999999999,6
S3849,Sara,Brown,student2849@university.com,0,20,3,75.43,43.74,40.13,82.33,79.87,29.900000000000006,69.93,52.782500000000006,8
S3850,Liam,Williams,student2850@university.com,1,23,1,71.46,77.81,76.81,95.81,79.61,84.3,66.07,77.546,3
S3851,John,Williams,student2851@university.com,0,18,2,82.22,44.72,61.36,58.84,52.17,83.0,60.13,59.260999999999996,7
S3852,John,Smith,student2852@university.com,1,19,2,75.43,50.52,47.07,70.18,72.15,39.2,56.19,53.71750000000001,8
S3853,Emma,Brown,student2853@university.com,0,24,1,55.39,55.53,66.68,57.81,76.51,32.9,86.43,64.76350000000001,6
S3854,Sara,Brown,student2854@university.com,0,22,1,54.96,84.92,84.13,74.8,63.4,73.8,87.74,80.885,2
S3855,Ali,Smith,student2855@university.com,0,23,2,92.64,49.84,97.7,77.02,93.6,2.6,63.25,75.67949999999999,3
S3856,Sara,Brown,student2856@university.com,0,21,1,75.32,90.8,62.45,97.21,58.05,86.0,74.76,75.0435,3
S3857,Ahmed,Davis,student2857@university.com,0,18,0,88.32,47.91,72.56,70.63,62.7,44.6,73.2,66.42999999999999,6
S3858,Ali,Smith,student2858@university.com,1,18,3,75.43,42.11,91.07,78.35,57.85,44.1,67.76,71.71799999999999,4
S3859,Omar,Johnson,student2859@university.com,0,23,1,91.44,63.7,60.04,94.26,55.83,66.9,63.88,66.4725,6
S3860,Omar,Williams,student2860@university.com,0,18,1,96.19,98.77,48.54,66.07,93.95,64.60000000000001,59.3,67.40899999999999,6
S3861,Liam,Johnson,student2861@university.com,0,19,2,81.77,46.62,56.91,74.8,63.89,26.6,93.64,62.227,6
S3862,Omar,Davis,student2862@university.com,0,18,0,55.29,46.1,93.95,87.86,86.13,94.3,91.67,81.1225,2
S3863,John,Davis,student2863@university.com,1,22,1,94.76,85.07,49.56,66.53,71.4,98.6,70.86,67.358,6
S3864,Sara,Jones,student2864@university.com,0,22,1,89.62,58.73,59.75,74.8,81.79,52.6,86.06,67.23550000000002,6
S3865,Omar,Jones,student2865@university.com,1,24,2,87.54,83.04,67.88,75.15,96.41,56.10000000000001,74.92,74.5155,4
S3866,Maria,Jones,student2866@university.com,0,24,3,51.84,52.0,90.83,74.8,92.23,55.400000000000006,54.27,72.32600000000001,4
S3867,Emma,Smith,student2867@university.com,1,21,1,89.95,67.6,96.26,63.32,53.45,48.6,91.12,81.624,2
S3868,Maria,Brown,student2868@university.com,1,19,2,56.9,55.92,65.55,98.67,92.26,94.5,60.96,68.598,5
S3869,Omar,Davis,student2869@university.com,1,22,3,61.12,67.09,95.92,75.11,72.59,24.500000000000004,85.34,80.0085,2
S3870,Liam,Johnson,student2870@university.com,1,23,2,78.86,86.15,49.69,92.82,67.51,10.8,76.37,65.702,6
S3871,Emma,Johnson,student2871@university.com,1,20,0,63.25,85.72,49.41,59.77,83.62,93.0,84.53,67.558,6
S3872,Ahmed,Johnson,student2872@university.com,0,20,2,83.07,70.95,96.96,96.97,97.51,21.3,73.56,83.799,2
S3873,Maria,Johnson,student2873@university.com,1,20,3,80.4,95.7,70.58,89.72,54.71,74.9,85.13,79.61399999999999,3
S3874,Liam,Jones,student2874@university.com,0,24,2,55.41,55.83,51.15,90.43,88.4,20.400000000000002,51.64,56.6255,7
S3875,Sara,Johnson,student2875@university.com,1,23,0,82.8,54.42,69.28,69.49,60.18,96.0,52.04,65.3,6
S3876,Sara,Brown,student2876@university.com,1,18,2,96.2,76.83,86.99,74.28,69.01,79.10000000000001,94.82,84.0285,2
S3877,Maria,Jones,student2877@university.com,0,23,0,58.06,77.28,89.62,74.8,93.69,91.89999999999999,87.48,84.0885,2
S3878,Omar,Johnson,student2878@university.com,1,18,1,79.85,42.79,91.84,89.49,77.29,95.1,91.42,80.56799999999998,2
S3879,Liam,Smith,student2879@university.com,1,20,1,67.09,76.47,74.17,92.45,53.37,8.399999999999999,72.83,71.5745,4
S3880,Sara,Williams,student2880@university.com,1,21,0,72.98,62.47,92.02,53.9,75.4,43.3,72.98,75.223,3
S3881,Ahmed,Williams,student2881@university.com,1,21,1,64.35,84.85,70.6,95.2,89.48,64.8,76.7,77.16649999999998,3
S3882,Ali,Williams,student2882@university.com,0,18,2,75.43,88.49,76.42,96.87,76.44,80.19999999999999,62.18,78.8835,3
S3883,Omar,Jones,student2883@university.com,1,20,1,51.45,73.13,85.52,79.64,58.34,24.1,86.68,76.49449999999999,3
S3884,Liam,Johnson,student2884@university.com,1,23,0,99.08,40.1,65.53,59.34,72.25,91.5,91.47,67.02799999999999,6
S3885,Ahmed,Davis,student2885@university.com,0,21,1,81.24,78.18,44.41,90.92,96.22,22.1,95.36,66.77399999999999,6
S3886,Liam,Davis,student2886@university.com,0,18,0,75.04,84.93,61.01,77.43,82.91,86.6,75.85,72.738,4
S3887,Emma,Davis,student2887@university.com,1,23,2,69.19,54.94,77.44,90.86,86.49,51.300000000000004,70.73,72.0085,4
S3888,Ahmed,Jones,student2888@university.com,1,20,1,76.97,67.88,51.54,74.8,89.3,51.5,91.55,66.293,6
S3889,Omar,Brown,student2889@university.com,0,19,2,69.01,97.94,48.9,54.34,54.53,37.4,87.63,65.77349999999998,6
S3890,Emma,Smith,student2890@university.com,1,20,1,68.0,57.89,57.58,80.35,79.08,10.4,93.36,64.52300000000001,6
S3891,Omar,Smith,student2891@university.com,0,24,1,73.2,53.39,41.93,74.8,68.8,34.7,82.79,56.1835,7
S3892,Sara,Williams,student2892@university.com,1,20,1,63.8,52.65,84.61,97.31,56.96,42.699999999999996,94.17,76.4035,3
S3893,Ali,Williams,student2893@university.com,0,23,1,59.0,73.53,55.52,64.83,60.14,47.9,54.45,59.91650000000001,7
S3894,Omar,Davis,student2894@university.com,0,23,3,77.83,96.99,47.45,60.3,89.06,73.9,83.98,69.0445,5
S3895,Omar,Davis,student2895@university.com,0,22,1,92.14,76.52,81.95,94.85,58.07,35.199999999999996,54.44,75.00550000000001,3
S3896,Sara,Williams,student2896@university.com,1,22,2,57.64,58.2,90.58,57.44,65.62,40.7,87.45,74.9315,4
S3897,John,Johnson,student2897@university.com,1,23,1,51.64,78.31,41.19,84.33,64.24,90.60000000000001,81.42,63.108000000000004,6
S3898,Sara,Brown,student2898@university.com,1,23,2,62.34,77.49,54.02,65.0,52.43,75.3,50.8,60.729499999999994,7
S3899,Emma,Brown,student2899@university.com,1,19,1,98.99,75.82,96.71,78.39,73.11,2.3,79.96,82.401,2
S3900,Sara,Brown,student2900@university.com,0,19,2,75.43,49.57,63.12,80.81,88.3,81.19999999999999,57.31,64.08600000000001,6
S3901,Sara,Brown,student2901@university.com,0,20,0,79.79,78.07,96.32,70.87,51.11,99.0,57.12,81.292,2
S3902,Ali,Williams,student2902@university.com,0,24,2,96.46,65.81,56.45,74.8,55.63,94.0,57.52,64.1545,6
S3903,Sara,Smith,student2903@university.com,1,21,1,72.26,41.12,53.08,56.59,86.01,83.6,74.19,58.337,7
S3904,Liam,Williams,student2904@university.com,1,24,2,99.16,72.39,52.85,69.57,79.68,62.9,55.78,63.028999999999996,6
S3905,Omar,Brown,student2905@university.com,1,19,1,64.82,99.36,45.11,71.52,85.76,27.799999999999997,56.28,62.428999999999995,6
S3906,Liam,Williams,student2906@university.com,0,20,1,62.02,60.98,93.79,81.55,61.51,65.4,62.81,76.735,3
S3907,Ali,Brown,student2907@university.com,1,24,2,81.9,97.93,98.79,70.36,90.19,69.6,50.04,85.72850000000001,1
S3908,Maria,Jones,student2908@university.com,1,18,2,75.43,45.77,97.27,54.85,73.99,28.199999999999996,63.79,71.9965,4
S3909,John,Davis,student2909@university.com,0,22,2,81.32,83.95,91.12,97.37,80.52,25.5,80.92,84.48000000000002,2
S3910,Liam,Smith,student2910@university.com,0,24,0,65.25,46.86,90.81,70.8,54.61,39.7,80.08,72.766,4
S3911,Ali,Jones,student2911@university.com,1,21,1,80.9,56.41,79.67,67.13,60.25,64.1,98.48,74.89750000000001,4
S3912,Emma,Johnson,student2912@university.com,0,20,1,63.79,74.25,89.57,72.34,88.67,29.300000000000004,55.98,75.397,3
S3913,Maria,Williams,student2913@university.com,1,24,1,52.55,75.57,52.5,60.83,61.2,55.599999999999994,93.28,64.6565,6
S3914,Ali,Johnson,student2914@university.com,0,23,2,95.61,86.51,63.27,55.01,54.63,89.9,69.56,70.552,5
S3915,Ali,Williams,student2915@university.com,0,18,2,94.16,76.92,78.45,57.43,79.86,29.500000000000004,69.35,73.0855,4
S3916,John,Davis,student2916@university.com,0,22,1,98.54,75.62,92.49,58.33,77.4,96.6,67.44,81.696,2
S3917,Omar,Jones,student2917@university.com,1,18,0,85.83,94.74,79.63,59.88,80.39,47.300000000000004,56.24,75.9,3
S3918,Liam,Davis,student2918@university.com,1,20,2,84.14,67.13,90.34,71.0,80.92,10.100000000000001,73.93,76.50949999999999,3
S3919,Emma,Brown,student2919@university.com,1,19,2,77.95,53.52,68.44,81.19,75.01,5.500000000000001,89.37,67.5275,6
S3920,Ahmed,Davis,student2920@university.com,0,22,2,56.3,49.71,83.04,81.44,74.69,33.900000000000006,93.77,73.612,4
S3921,Liam,Davis,student2921@university.com,0,18,2,59.46,64.0,98.8,50.0,96.21,25.900000000000002,98.14,81.1195,2
S3922,Ahmed,Brown,student2922@university.com,0,19,2,64.47,82.77,49.21,96.05,76.69,84.39999999999999,89.26,70.50999999999999,5
S3923,Ali,Williams,student2923@university.com,0,21,1,94.51,42.55,95.62,91.14,80.87,73.8,81.15,80.5035,2
S3924,Sara,Brown,student2924@university.com,1,20,1,58.65,47.74,71.34,98.2,63.35,88.5,74.88,69.661,5
S3925,Emma,Jones,student2925@university.com,1,20,1,96.14,46.37,78.59,68.0,93.55,58.9,93.74,74.0005,4
S3926,Maria,Davis,student2926@university.com,1,22,2,76.14,75.12,92.67,83.24,51.22,43.49999999999999,86.98,82.00599999999999,2
S3927,Sara,Brown,student2927@university.com,0,18,0,85.78,54.57,64.58,58.4,77.86,27.1,58.06,60.831999999999994,7
S3928,Sara,Davis,student2928@university.com,0,21,2,55.51,49.98,65.12,90.85,69.19,58.3,84.13,66.8985,6
S3929,Liam,Jones,student2929@university.com,1,23,1,63.45,75.57,71.63,58.07,80.2,61.8,71.55,70.578,5
S3930,Emma,Johnson,student2930@university.com,0,22,0,97.93,85.68,41.15,66.3,68.01,39.300000000000004,79.79,62.45650000000001,6
S3931,Omar,Jones,student2931@university.com,1,23,0,63.31,59.93,69.8,74.54,85.88,93.69999999999999,94.92,73.74249999999999,4
S3932,Ali,Smith,student2932@university.com,0,22,0,64.83,74.69,57.47,79.73,51.02,64.0,82.63,67.286,6
S3933,Ali,Smith,student2933@university.com,0,18,2,59.88,45.89,95.68,77.98,70.29,83.7,96.94,80.4825,2
S3934,Ali,Smith,student2934@university.com,1,21,0,56.45,96.11,45.26,55.1,91.56,62.0,93.32,67.3345,6
S3935,Ali,Davis,student2935@university.com,1,18,1,61.66,60.21,67.56,71.08,62.51,31.7,56.45,62.435,6
S3936,Liam,Williams,student2936@university.com,0,20,1,82.12,99.85,96.85,96.15,52.64,73.7,50.58,86.335,1
S3937,Ahmed,Williams,student2937@university.com,1,23,1,72.77,98.72,94.06,74.8,74.83,23.0,69.22,83.761,2
S3938,Ali,Williams,student2938@university.com,1,19,0,77.69,86.73,82.08,79.54,98.83,59.699999999999996,93.27,83.9335,2
S3939,Ahmed,Davis,student2939@university.com,0,24,1,56.12,41.2,75.36,78.62,53.21,40.199999999999996,61.51,62.949000000000005,6
S3940,Ahmed,Jones,student2940@university.com,0,20,2,90.11,72.61,56.84,55.58,53.5,15.0,84.57,63.431999999999995,6
S3941,Omar,Williams,student2941@university.com,0,20,2,89.2,45.21,62.02,60.01,79.76,41.3,73.8,61.434,6
S3942,Ali,Johnson,student2942@university.com,1,23,1,51.08,93.71,45.41,62.63,62.5,31.0,87.3,63.492999999999995,6
S3943,John,Smith,student2943@university.com,0,22,0,69.18,87.38,87.17,74.41,70.51,11.200000000000001,58.25,76.06700000000001,3
S3944,Maria,Jones,student2944@university.com,0,20,1,75.43,98.34,59.43,86.57,91.53,82.4,61.95,73.85750000000002,4
S3945,Sara,Smith,student2945@university.com,0,24,1,89.61,76.5,80.07,73.04,59.94,49.9,62.13,73.924,4
S3946,Ahmed,Williams,student2946@university.com,0,21,0,86.86,71.33,61.46,56.3,85.96,34.599999999999994,77.42,66.464,6
S3947,Emma,Jones,student2947@university.com,0,20,1,75.43,71.14,67.86,71.97,75.22,50.5,64.48,68.2985,5
S3948,Emma,Brown,student2948@university.com,1,21,2,61.82,63.19,73.3,58.13,95.25,75.5,90.59,72.988,4
S3949,Maria,Johnson,student2949@university.com,0,18,0,72.81,68.12,88.11,87.56,98.65,1.7999999999999998,67.34,76.388,3
S3950,Emma,Williams,student2950@university.com,0,22,3,59.22,78.12,52.67,58.33,74.25,54.699999999999996,83.04,64.3895,6
S3951,John,Williams,student2951@university.com,1,21,0,68.56,95.98,63.93,74.13,79.23,47.9,97.43,76.58,3
S3952,Emma,Johnson,student2952@university.com,0,20,1,75.43,75.75,47.8,84.67,87.29,89.3,80.35,67.39049999999999,6
S3953,Sara,Johnson,student2953@university.com,0,22,2,52.67,91.43,44.55,61.41,65.93,55.599999999999994,62.11,60.27349999999999,7
S3954,Sara,Brown,student2954@university.com,1,24,1,85.74,91.77,76.28,53.8,61.34,13.700000000000001,91.52,76.013,3
S3955,Ahmed,Williams,student2955@university.com,0,22,1,77.16,71.13,51.35,74.8,98.23,38.9,50.63,60.55499999999999,7
S3956,Ali,Davis,student2956@university.com,1,21,1,75.43,60.85,43.59,52.71,71.63,62.1,62.83,54.7595,8
S3957,Omar,Williams,student2957@university.com,0,21,1,63.59,78.37,93.83,79.39,50.08,4.6,69.37,77.46400000000001,3
S3958,John,Smith,student2958@university.com,1,19,0,75.43,66.75,72.06,87.67,91.89,88.5,59.8,72.702,4
S3959,Ahmed,Jones,student2959@university.com,1,19,1,99.93,44.89,48.08,66.47,79.98,6.800000000000001,80.2,56.222500000000004,7
S3960,John,Jones,student2960@university.com,0,22,2,95.96,62.67,43.21,74.42,58.43,3.1,77.9,56.819500000000005,7
S3961,Ali,Smith,student2961@university.com,1,23,2,88.89,99.64,47.19,96.44,51.51,1.0,70.32,66.06599999999999,6
S3962,Liam,Jones,student2962@university.com,1,23,2,90.62,42.91,68.28,73.56,64.57,68.39999999999999,64.72,64.1375,6
S3963,Emma,Johnson,student2963@university.com,0,19,3,78.69,81.8,80.11,99.83,96.39,45.599999999999994,71.7,80.176,2
S3964,Emma,Jones,student2964@university.com,0,20,1,59.51,90.47,78.48,57.85,96.67,10.3,64.56,73.279,4
S3965,Omar,Jones,student2965@university.com,1,18,2,83.85,78.92,48.67,85.45,65.55,85.60000000000001,61.06,64.706,6
S3966,Ali,Smith,student2966@university.com,0,22,2,85.64,74.18,78.01,82.63,91.8,20.299999999999997,67.56,74.324,4
S3967,Ahmed,Brown,student2967@university.com,1,18,1,99.27,82.45,64.29,93.62,72.09,32.599999999999994,80.12,73.78399999999999,4
S3968,Omar,Jones,student2968@university.com,1,19,2,77.07,65.76,67.88,74.8,82.72,17.8,82.42,69.0265,5
S3969,Ali,Davis,student2969@university.com,0,21,0,63.57,45.48,88.09,64.01,66.72,92.69999999999999,64.87,71.613,4
S3970,Maria,Jones,student2970@university.com,0,24,1,84.18,97.74,59.95,56.61,75.8,75.8,97.37,75.5835,3
S3971,Sara,Brown,student2971@university.com,1,22,1,98.97,65.94,48.82,96.65,64.69,72.39999999999999,63.1,63.649,6
S3972,Omar,Smith,student2972@university.com,0,19,1,58.86,79.92,92.41,71.33,53.06,4.3999999999999995,85.61,78.73849999999999,3
S3973,Omar,Brown,student2973@university.com,0,20,0,66.3,71.88,52.73,95.5,56.97,52.300000000000004,54.07,61.907,6
S3974,Ahmed,Smith,student2974@university.com,1,24,0,77.09,43.28,57.64,64.72,64.53,57.49999999999999,83.24,60.626,7
S3975,John,Johnson,student2975@university.com,1,22,2,75.43,97.16,82.4,56.32,98.81,38.3,73.0,79.60100000000001,3
S3976,Maria,Smith,student2976@university.com,1,22,2,51.11,87.55,81.01,64.83,98.28,32.2,78.46,77.2455,3
S3977,Ahmed,Johnson,student2977@university.com,1,23,0,66.85,48.95,88.02,79.86,91.38,85.2,59.2,74.0355,4
